constantId,packageIn,methodIn,methodRefClass,methodRef,codeUnit,varName,varClass,varRefClass
2131427385,de.baumann.browser.Activity.BrowserActivity,onCreate,de.baumann.browser.Activity.BrowserActivity,setContentView,virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: void setContentView(int)>(2131427385),,,
2131624159,de.baumann.browser.Activity.BrowserActivity,onCreate,de.baumann.browser.Activity.BrowserActivity,getString,$r5 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: java.lang.String getString(int)>(2131624159),,,
2131624157,de.baumann.browser.Activity.BrowserActivity,onCreate,de.baumann.browser.Activity.BrowserActivity,getString,$r5 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: java.lang.String getString(int)>(2131624157),,,
2131296399,de.baumann.browser.Activity.BrowserActivity,onCreate,de.baumann.browser.Activity.BrowserActivity,findViewById,$r13 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: android.view.View findViewById(int)>(2131296399),contentFrame,android.widget.FrameLayout,de.baumann.browser.Activity.BrowserActivity
0,android.support.v7.app.AppCompatActivity,onCreate,android.support.v7.app.AppCompatActivity,onApplyThemeResource,virtualinvoke $r0.<android.support.v7.app.AppCompatActivity: void onApplyThemeResource(android.content.res.Resources$Theme,int,boolean)>($r3, $i0, 0),,,
2131624197,de.baumann.browser.Unit.HelperUnit,grantPermissionsStorage,android.app.AlertDialog$Builder,setTitle,$r2 = virtualinvoke $r2.<android.app.AlertDialog$Builder: android.app.AlertDialog$Builder setTitle(int)>(2131624197),,,
2131624195,de.baumann.browser.Unit.HelperUnit,grantPermissionsStorage,android.app.AlertDialog$Builder,setMessage,$r2 = virtualinvoke $r2.<android.app.AlertDialog$Builder: android.app.AlertDialog$Builder setMessage(int)>(2131624195),,,
2131623974,de.baumann.browser.Unit.HelperUnit,grantPermissionsStorage,android.app.Activity,getString,$r3 = virtualinvoke $r1.<android.app.Activity: java.lang.String getString(int)>(2131623974),,,
2131623971,de.baumann.browser.Unit.HelperUnit,grantPermissionsStorage,android.app.Activity,getString,$r3 = virtualinvoke $r1.<android.app.Activity: java.lang.String getString(int)>(2131623971),,,
1,de.baumann.browser.Unit.HelperUnit,setTheme,android.support.v7.app.AppCompatDelegate,setCompatVectorFromResourcesEnabled,staticinvoke <android.support.v7.app.AppCompatDelegate: void setCompatVectorFromResourcesEnabled(boolean)>(1),,,
2131689478,de.baumann.browser.Unit.HelperUnit,setTheme,android.content.Context,setTheme,virtualinvoke $r0.<android.content.Context: void setTheme(int)>(2131689478),,,
2131689479,de.baumann.browser.Unit.HelperUnit,setTheme,android.content.Context,setTheme,virtualinvoke $r0.<android.content.Context: void setTheme(int)>(2131689479),,,
2131296501,de.baumann.browser.Activity.BrowserActivity,initSwitcherView,de.baumann.browser.Activity.BrowserActivity,findViewById,$r1 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: android.view.View findViewById(int)>(2131296501),switcherScroller,android.widget.HorizontalScrollView,de.baumann.browser.Activity.BrowserActivity
2131296498,de.baumann.browser.Activity.BrowserActivity,initSwitcherView,de.baumann.browser.Activity.BrowserActivity,findViewById,$r1 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: android.view.View findViewById(int)>(2131296498),switcherContainer,android.widget.LinearLayout,de.baumann.browser.Activity.BrowserActivity
2131296500,de.baumann.browser.Activity.BrowserActivity,initSwitcherView,de.baumann.browser.Activity.BrowserActivity,findViewById,$r1 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: android.view.View findViewById(int)>(2131296500),switcherPlus,android.widget.ImageButton,de.baumann.browser.Activity.BrowserActivity
2131296400,de.baumann.browser.Activity.BrowserActivity,initOmnibox,de.baumann.browser.Activity.BrowserActivity,findViewById,$r2 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: android.view.View findViewById(int)>(2131296400),omnibox,android.widget.RelativeLayout,de.baumann.browser.Activity.BrowserActivity
2131296401,de.baumann.browser.Activity.BrowserActivity,initOmnibox,de.baumann.browser.Activity.BrowserActivity,findViewById,$r2 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: android.view.View findViewById(int)>(2131296401),inputBox,android.widget.AutoCompleteTextView,de.baumann.browser.Activity.BrowserActivity
2131296424,de.baumann.browser.Activity.BrowserActivity,initOmnibox,de.baumann.browser.Activity.BrowserActivity,findViewById,$r2 = virtualinvoke $r0.<de.baumann.browser.Activity.BrowserActivity: android.view.View findViewById(int)>(2131296424),omniboxRefresh,android.widget.ImageButton,de.baumann.browser.Activity.BrowserActivity
