constantId,packageIn,methodIn,methodRefClass,methodRef,codeUnit,varName,varClass,varRefClass
2130903046,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,setContentView,virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: void setContentView(int)>(2130903046),,,
3,kdk.android.simplydo.SimplyDoActivity,onCreate,android.view.Window,setSoftInputMode,virtualinvoke $r4.<android.view.Window: void setSoftInputMode(int)>(3),,,
2131230736,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230736),,,
2131230730,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230730),,,
2131230735,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230735),,,
2131230729,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230729),,,
2131230737,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230737),,,
1,kdk.android.simplydo.SimplyDoActivity,onCreate,android.app.AlertDialog$Builder,setCancelable,$r17 = virtualinvoke $r17.<android.app.AlertDialog$Builder: android.app.AlertDialog$Builder setCancelable(boolean)>(1),,,
1,kdk.android.simplydo.SimplyDoActivity,onCreate,android.app.AlertDialog$Builder,setCancelable,$r17 = virtualinvoke $r17.<android.app.AlertDialog$Builder: android.app.AlertDialog$Builder setCancelable(boolean)>(1),,,
2131230734,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230734),,,
2131230728,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230728),,,
2131230720,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230720),,,
2130903040,kdk.android.simplydo.SimplyDoActivity,onCreate,android.view.LayoutInflater,inflate,$r7 = virtualinvoke $r26.<android.view.LayoutInflater: android.view.View inflate(int,android.view.ViewGroup)>(2130903040, $r27),,,
2131230721,kdk.android.simplydo.SimplyDoActivity,onCreate,android.view.View,findViewById,$r28 = virtualinvoke $r7.<android.view.View: android.view.View findViewById(int)>(2131230721),itemEditView,android.widget.EditText,kdk.android.simplydo.SimplyDoActivity
1,kdk.android.simplydo.SimplyDoActivity,onCreate,android.app.AlertDialog$Builder,setCancelable,$r17 = virtualinvoke $r17.<android.app.AlertDialog$Builder: android.app.AlertDialog$Builder setCancelable(boolean)>(1),,,
2131230731,kdk.android.simplydo.SimplyDoActivity,onCreate,kdk.android.simplydo.SimplyDoActivity,findViewById,$r7 = virtualinvoke $r0.<kdk.android.simplydo.SimplyDoActivity: android.view.View findViewById(int)>(2131230731),,,
2130903043,kdk.android.simplydo.SimplyDoActivity,onCreate,android.view.LayoutInflater,inflate,$r7 = virtualinvoke $r26.<android.view.LayoutInflater: android.view.View inflate(int,android.view.ViewGroup)>(2130903043, $r27),,,
2131230732,kdk.android.simplydo.SimplyDoActivity,onCreate,android.view.View,findViewById,$r28 = virtualinvoke $r7.<android.view.View: android.view.View findViewById(int)>(2131230732),listEditView,android.widget.EditText,kdk.android.simplydo.SimplyDoActivity
